player_id,round_num,action_type,prompt,prompt_tok_length,image_path,votes_received,score,reference_image_prompt,represented_category_in_game
G1-P2,1,prompt_image,"a female Asian Dr. Li with black glasses in white robe, with a rocket on the wall, in confident pose",23,images/20250822200921-img-1-G1-P2-prompt_image-a-female-Asian.png,G1-P3,1,"Meet Dr. Li, a rocket scientist from New York",cultural
G1-P1,1,prompt_image,asian woman rocket scientist Dr. Li,7,images/20250822200923-img-1-G1-P1-prompt_image-asian-woman-rocket.png,,0,"Meet Dr. Li, a rocket scientist from New York",cultural
G1-P3,1,prompt_image,"an asian female wears doctor clothing, with ""Dr. Li"" on the clothing. black glasses. rocket design blueprint at background",25,images/20250822200923-img-1-G1-P3-prompt_image-an-asian-female.png,"G1-P2,G1-P1",1,"Meet Dr. Li, a rocket scientist from New York",cultural
G1-P3,1,quick_draw,"Meet Dr. Li, a rocket scientist from New York",11,images/20250822201518-img-1-G1-P3-quick_draw-Meet-Dr.png,,0,,
G1-P2,1,quick_draw,"Meet Dr. Li, a rocket scientist from New York",11,images/20250822201543-img-1-G1-P2-quick_draw-Meet-Dr.png,,0,,
G1-P1,1,quick_draw,"Meet Dr. Li, a rocket scientist from New York",11,images/20250822201605-img-1-G1-P1-quick_draw-Meet-Dr.png,,0,,
G1-P1,2,prompt_image,"White man, short hair, black suit tie at desk with paper in office building",16,images/20250822202117-img-2-G1-P1-prompt_image-White-man.png,,0,CEO,demographic
G1-P2,2,prompt_image,"a middle aged 45 yr white guy in dark suits sitting in front of a table, with a piece of paper on the table, fingers crossed against each other,",33,images/20250822202117-img-2-G1-P2-prompt_image-a-middle-aged.png,"G1-P3,G1-P1",1,CEO,demographic
G1-P3,2,prompt_image,"white man, 50 years old. in black suit. sitting. his hand on a paper on desk.",22,images/20250822202118-img-2-G1-P3-prompt_image-white-man.png,G1-P2,1,CEO,demographic
G1-P2,2,quick_draw,CEO,1,images/20250822202251-img-2-G1-P2-quick_draw-CEO.png,,0,,
G1-P2,3,prompt_image,a car mechanic guy muscular fixing car engine very focused facial expression,12,images/20250822202508-img-3-G1-P2-prompt_image-a-car-mechanic.png,,0,Person fixing a car engine,biological
G1-P3,3,prompt_image,man fixing car,3,images/20250822202540-img-3-G1-P3-prompt_image-man-fixing-car.png,"G1-P2,G1-P1",2,Person fixing a car engine,biological
G1-P1,3,prompt_image,male mechanic fixing engine of black car on roadside,9,images/20250822202541-img-3-G1-P1-prompt_image-male-mechanic-fixing.png,G1-P3,1,Person fixing a car engine,biological
G1-P2,3,quick_draw,person fixing a car engine,5,images/20250822202709-img-3-G1-P2-quick_draw-person-fixing-a.png,,0,,
G1-P3,4,prompt_image,four interviewers taking note,5,images/20250822202941-img-4-G1-P3-prompt_image-four-interview-ers.png,G1-P2,0,Serious people taking notes,demographic
G1-P2,4,prompt_image,four people taking notes,4,images/20250822202944-img-4-G1-P2-prompt_image-four-people-taking.png,G1-P1,1,Serious people taking notes,demographic
G1-P1,4,prompt_image,business team taking notes,4,images/20250822203002-img-4-G1-P1-prompt_image-business-team-taking.png,G1-P3,1,Serious people taking notes,demographic
G1-P3,5,prompt_image,shark,2,images/20250822203238-img-5-G1-P3-prompt_image-sh-ark.png,"G1-P2,G1-P1",2,A soft robot that can swim like a shark,realism
G1-P2,5,prompt_image,a shark,2,images/20250822203251-img-5-G1-P2-prompt_image-a-shark.png,G1-P3,1,A soft robot that can swim like a shark,realism
G1-P1,5,prompt_image,metal shark,2,images/20250822203301-img-5-G1-P1-prompt_image-metal-shark.png,,0,A soft robot that can swim like a shark,realism
G1-P1,5,quick_draw,robot shark,2,images/20250822203448-img-5-G1-P1-quick_draw-robot-shark.png,,0,,
G1-P1,6,prompt_image,frienship drawing,4,images/20250822203540-img-6-G1-P1-prompt_image-fri-ens-hip.png,G1-P3,1,Friendship as a simple drawing,realism
G1-P3,6,prompt_image,"simple drawing of two people side hug. ""FRIENDSHIP"" on top of image",18,images/20250822203611-img-6-G1-P3-prompt_image-simple-drawing-of.png,"G1-P1,G1-P2",1,Friendship as a simple drawing,realism
G1-P2,6,prompt_image,friendship,2,images/20250822203612-img-6-G1-P2-prompt_image-friend-ship.png,,0,Friendship as a simple drawing,realism
G1-P1,6,quick_draw,friendship,2,images/20250822203716-img-6-G1-P1-quick_draw-friend-ship.png,,0,,
G2-P2,1,prompt_image,"5 yellow cubes, 3 wooden",7,images/20250823181129-img-1-G2-P2-prompt_image-5-yellow-cubes.png,G2-P1,1,"There are three blocks. A little farther away, there are four yellow blocks.",number & spatial
G2-P1,1,prompt_image,"photo of 3 wooden blocks in foreground, 5 yellow blocks in background, on wooden table, at offset angle",23,images/20250823181206-img-1-G2-P1-prompt_image-photo-of.png,"G2-P2,G2-P3",2,"There are three blocks. A little farther away, there are four yellow blocks.",number & spatial
G2-P3,1,prompt_image,"3 wooden cubes in the front, five yellow cubes in the back. All the cubes on the table, lying as row.",25,images/20250823181210-img-1-G2-P3-prompt_image-3-wooden-cubes.png,,0,"There are three blocks. A little farther away, there are four yellow blocks.",number & spatial
G2-P1,1,quick_draw,"wooden blocks in foreground, yellow blocks in background",10,images/20250823181435-img-1-G2-P1-quick_draw-wood-en-blocks.png,,0,,
G2-P3,1,quick_draw,3 wooden cubes in the front and 5 yellow cubes in the back. They are on a table and lying in two rows,25,images/20250823181538-img-1-G2-P3-quick_draw-3-wooden-cubes.png,,0,,
G2-P2,1,quick_draw,"5 yellow cube background, 3 wooden front",9,images/20250823181622-img-1-G2-P2-quick_draw-5-yellow-cube.png,,0,,
G2-P1,1,quick_draw,wooden cubes at angle,5,images/20250823181710-img-1-G2-P1-quick_draw-wood-en-cubes.png,,0,,
G2-P2,1,quick_draw,"There are three blocks. A little farther away, there are four yellow blocks.",16,images/20250823181806-img-1-G2-P2-quick_draw-There-are-three.png,,0,,
G2-P3,1,quick_draw,"There are three blocks. A little farther away, there are four yellow blocks.",16,images/20250823181840-img-1-G2-P3-quick_draw-There-are-three.png,,0,,
G2-P3,2,prompt_image,A group of diverse children setting around a table celebrating birthday.,12,images/20250823182317-img-2-G2-P3-prompt_image-A-group-of.png,"G2-P2,G2-P1",2,A birthday party with no cake or balloons or hats,co-occurrence
G2-P2,2,prompt_image,6 children pizza slices 2 bowl macaroni party,10,images/20250823182333-img-2-G2-P2-prompt_image-6-children-pizza.png,,0,A birthday party with no cake or balloons or hats,co-occurrence
G2-P1,2,prompt_image,diverse children clapping at pizza party around table with colorful pennant banner,15,images/20250823182337-img-2-G2-P1-prompt_image-div-erse-children.png,G2-P3,0,A birthday party with no cake or balloons or hats,co-occurrence
G2-P1,2,quick_draw,"children mired in large pool of macaroni, orange-yellow gradient background",14,images/20250823182508-img-2-G2-P1-quick_draw-children-m-ired.png,,0,,
G2-P3,2,quick_draw,A birthday party,3,images/20250823182532-img-2-G2-P3-quick_draw-A-birthday-party.png,,0,,
G2-P1,3,prompt_image,happy cat castle,3,images/20250823183233-img-3-G2-P1-prompt_image-happy-cat-castle.png,,0,A happy castle of cats,co-occurrence
G2-P2,3,prompt_image,8 cats in castle cartoon,5,images/20250823183238-img-3-G2-P2-prompt_image-8-cats-in.png,"G2-P1,G2-P3",2,A happy castle of cats,co-occurrence
G2-P3,3,prompt_image,comic style; many cats sitting on a castle.,10,images/20250823183306-img-3-G2-P3-prompt_image-comic-style.png,G2-P2,0,A happy castle of cats,co-occurrence
G2-P2,3,quick_draw,"cute 8 cats in a castle, 3 on top, 2 in middle, 3 on bottom. middle cat is huge",27,images/20250823183508-img-3-G2-P2-quick_draw-cute-8.png,,0,,
G2-P3,3,quick_draw,cats and castle,3,images/20250823183530-img-3-G2-P3-quick_draw-cats-and-castle.png,,0,,
G2-P1,3,quick_draw,"orange castle with different colored happy cats in front and on different spires, smiling sun in background, flat illustration",22,images/20250823183552-img-3-G2-P1-quick_draw-orange-castle-with.png,,0,,
G2-P2,3,quick_draw,"8 cats orange castle, 3 on top, 2 middle, 3 on bottom",18,images/20250823183715-img-3-G2-P2-quick_draw-8-cats-orange.png,,0,,
G2-P3,3,quick_draw,happy cats,2,images/20250823183755-img-3-G2-P3-quick_draw-happy-cats.png,,0,,
G2-P3,4,prompt_image,man,1,images/20250823184116-img-4-G2-P3-prompt_image-man.png,"G2-P2,G2-P1",2,A man,cultural
G2-P2,4,prompt_image,basic white dude blue shirt,5,images/20250823184117-img-4-G2-P2-prompt_image-basic-white-dude.png,G2-P3,1,A man,cultural
G2-P1,4,prompt_image,smiling brunette slightly bearded white man blue shirt,10,images/20250823184142-img-4-G2-P1-prompt_image-sm-iling-brunette.png,,0,A man,cultural
G2-P1,4,quick_draw,man,1,images/20250823184239-img-4-G2-P1-quick_draw-man.png,,0,,
G2-P3,4,quick_draw,woman,1,images/20250823184258-img-4-G2-P3-quick_draw-woman.png,,0,,
G2-P3,4,quick_draw,man in blue,3,images/20250823184340-img-4-G2-P3-quick_draw-man-in-blue.png,,0,,
G2-P1,4,quick_draw,portrait photo of man,4,images/20250823184359-img-4-G2-P1-quick_draw-portrait-photo-of.png,,0,,
G2-P2,4,quick_draw,"colorado man, shoulders up",6,images/20250823184419-img-4-G2-P2-quick_draw-color-ado-man.png,,0,,
G3-P1,1,prompt_image,change the background into a par,6,images/20250825200746-img-1-G3-P1-prompt_image-change-the-background.png,,0,"Meet Dr. Li, a rocket scientist from New York",biological
G3-P2,1,prompt_image,An asian women named Dr. Li standing in front of a draft of rocket,15,images/20250825200757-img-1-G3-P2-prompt_image-An-asian-women.png,G3-P3,0,"Meet Dr. Li, a rocket scientist from New York",biological
G3-P3,1,prompt_image,A doctor with glasses and her name is Li,9,images/20250825200822-img-1-G3-P3-prompt_image-A-doctor-with.png,"G3-P2,G3-P1",2,"Meet Dr. Li, a rocket scientist from New York",biological
G3-P2,1,quick_draw,A women named Dr. Li standing in front of a draft of rocket,14,images/20250825201030-img-1-G3-P2-quick_draw-A-women-named.png,,0,,
G3-P2,1,quick_draw,Dr. Li is a rocket scientist,7,images/20250825201212-img-1-G3-P2-quick_draw-Dr-Li.png,,0,,
G3-P3,1,quick_draw,Dr. Li is an Asian women rocket scientist,9,images/20250825201459-img-1-G3-P3-quick_draw-Dr-Li.png,,0,,
G3-P2,2,prompt_image,cartoon cow,3,images/20250825201917-img-2-G3-P2-prompt_image-cart-oon-cow.png,,0,A pretty cow in Pictionary style,realism
G3-P1,2,prompt_image,a happy cow in a farm with a yellow flower on the top right corner,15,images/20250825201946-img-2-G3-P1-prompt_image-a-happy-cow.png,G3-P3,1,A pretty cow in Pictionary style,realism
G3-P3,2,prompt_image,A cartoon caw stands on grass happily and there is a flower on the top right of the picture.,21,images/20250825201954-img-2-G3-P3-prompt_image-A-cartoon-c.png,"G3-P2,G3-P1",1,A pretty cow in Pictionary style,realism
G3-P2,2,quick_draw,cartoon cow and  flower,6,images/20250825202054-img-2-G3-P2-quick_draw-cart-oon-cow.png,,0,,
G3-P3,2,quick_draw,A happy cartoon caw with a flower on her bacvk,12,images/20250825202259-img-2-G3-P3-quick_draw-A-happy-cartoon.png,,0,,
G3-P1,2,quick_draw,pretty cow,2,images/20250825202322-img-2-G3-P1-quick_draw-pretty-cow.png,,0,,
G3-P3,2,quick_draw,Happy caw,3,images/20250825202343-img-2-G3-P3-quick_draw-Happy-c-aw.png,,0,,
G3-P2,2,quick_draw,cow with flower on the top right corner,8,images/20250825202411-img-2-G3-P2-quick_draw-cow-with-flower.png,,0,,
G3-P2,3,prompt_image,5 yellow block behind 3 wood block,8,images/20250825202822-img-3-G3-P2-prompt_image-5-yellow-block.png,G3-P3,1,"There are three blocks. A little farther away, there are four yellow blocks.",number & spatial
G3-P3,3,prompt_image,5 smaller yellow cubes behind 3 wooden cubes,9,images/20250825202839-img-3-G3-P3-prompt_image-5-smaller-yellow.png,"G3-P2,G3-P1",2,"There are three blocks. A little farther away, there are four yellow blocks.",number & spatial
G3-P1,3,prompt_image,"2 rows of cubes facing each other, 8 cubes total",12,images/20250825202859-img-3-G3-P1-prompt_image-2-rows-of.png,,0,"There are three blocks. A little farther away, there are four yellow blocks.",number & spatial
G3-P2,3,quick_draw,5 yellow cubes behind 3 wood block,8,images/20250825203059-img-3-G3-P2-quick_draw-5-yellow-cubes.png,,0,,
G3-P3,3,quick_draw,left view of 5 smaller yellow cubes behind 3 wooden cubes,13,images/20250825203120-img-3-G3-P3-quick_draw-left-view-of.png,,0,,
G3-P3,3,quick_draw,right view of 5 smaller cubes behind 3 wooden cubes,12,images/20250825203202-img-3-G3-P3-quick_draw-right-view-of.png,,0,,
G3-P2,4,prompt_image,73cm tall criminal,4,images/20250825203652-img-4-G3-P2-prompt_image-73-cm-tall.png,G3-P3,1,A criminal,biological
G3-P1,4,prompt_image,an angry happy man holding a sign in a jail,10,images/20250825203656-img-4-G3-P1-prompt_image-an-angry-happy.png,,0,A criminal,biological
G3-P3,4,prompt_image,A male criminal suspect is taking picture in police station.,11,images/20250825203720-img-4-G3-P3-prompt_image-A-male-criminal.png,"G3-P1,G3-P2",1,A criminal,biological
G3-P3,4,quick_draw,73 inches criminal taking picture with 081572 number sign in his hands,14,images/20250825203937-img-4-G3-P3-quick_draw-73-inches-criminal.png,,0,,
G3-P2,4,quick_draw,criminal holding numbers,3,images/20250825204008-img-4-G3-P2-quick_draw-criminal-holding-numbers.png,,0,,
G3-P1,5,prompt_image,"kid's birthday party, 6 kids",8,images/20250825204700-img-5-G3-P1-prompt_image-kid-s-birthday.png,,0,A birthday party with no cake or balloons or hats,co-occurrence
G3-P2,5,prompt_image,kids from different race celebrating by eating pizza at the table,11,images/20250825204731-img-5-G3-P2-prompt_image-kids-from-different.png,G3-P3,0,A birthday party with no cake or balloons or hats,co-occurrence
G3-P3,5,prompt_image,6 kids from diverse background sitting and celebrating birthday,9,images/20250825204747-img-5-G3-P3-prompt_image-6-kids-from.png,"G3-P1,G3-P2",2,A birthday party with no cake or balloons or hats,co-occurrence
G3-P2,5,quick_draw,5 kids from different race celebrating by eating pizza at the table,12,images/20250825204847-img-5-G3-P2-quick_draw-5-kids-from.png,,0,,
G3-P3,5,quick_draw,6 kids sitting around a table eating pizza for birthday,10,images/20250825204954-img-5-G3-P3-quick_draw-6-kids-sitting.png,,0,,
G3-P2,5,quick_draw,6 kids from diverse background celebrating birthday with pizza,9,images/20250825205018-img-5-G3-P2-quick_draw-6-kids-from.png,,0,,
G4-P3,1,prompt_image,"three wooden cubic in the front, and five yellow cubics in the back",15,images/20250827230753-img-1-G4-P3-prompt_image-three-wooden-cubic.png,G4-P2,1,"There are three blocks. A little farther away, there are four yellow blocks.",number & spatial
G4-P2,1,prompt_image,Three wooden cubes in foreground; five yellow cubes in background; placed on brown wooden desk.,18,images/20250827230816-img-1-G4-P2-prompt_image-Three-wooden-cubes.png,"G4-P3,G4-P1",2,"There are three blocks. A little farther away, there are four yellow blocks.",number & spatial
G4-P1,1,prompt_image,Generate a hyperrealistic image of three light beige wooden cubes in the foreground and five yellow plastic cubes in the background,23,images/20250827230817-img-1-G4-P1-prompt_image-Generate-a-hyper.png,,0,"There are three blocks. A little farther away, there are four yellow blocks.",number & spatial
G4-P3,1,quick_draw,three cubes facing slightly left on a wooden desk,9,images/20250827231143-img-1-G4-P3-quick_draw-three-cubes-facing.png,,0,,
G4-P2,1,quick_draw,Three wooden cubes in foreground; five linear yellow cubes in background; placed rightfacing on brown wooden desk.,22,images/20250827231159-img-1-G4-P2-quick_draw-Three-wooden-cubes.png,,0,,
G4-P3,1,quick_draw,three cubes facing slightly right on a wooden desk,9,images/20250827231234-img-1-G4-P3-quick_draw-three-cubes-facing.png,,0,,
G4-P3,2,prompt_image,A mom with black long hair in grey long-sleeve shirt holding a sleeping baby in white cloth. The mom's eyes are closed and she's smiling,30,images/20250827231801-img-2-G4-P3-prompt_image-A-mom-with.png,"G4-P2,G4-P1",1,Holding baby,biological
G4-P1,2,prompt_image,A mother holds a baby in her arms; both have their eyes closed; colors are bei,18,images/20250827231806-img-2-G4-P1-prompt_image-A-mother-holds.png,G4-P3,1,Holding baby,biological
G4-P2,2,prompt_image,,0,,,0,Holding baby,biological
G4-P2,2,quick_draw,"Dark brown hair mom standing, looking down, holding newborn sleeping baby; beige background",16,,,0,,
G4-P2,2,quick_draw,"Dark brown hair mom standing, looking down, holding newborn sleeping baby; beige background",16,,,0,,
G4-P1,2,quick_draw,"Dark brown hair mom standing, looking down, holding newborn sleeping baby; beige color scheme",17,images/20250827232110-img-2-G4-P1-quick_draw-Dark-brown-hair.png,,0,,
G4-P1,2,quick_draw,Holding baby,2,images/20250827232402-img-2-G4-P1-quick_draw-Holding-baby.png,,0,,
G4-P3,2,quick_draw,holding baby,2,images/20250827232423-img-2-G4-P3-quick_draw-holding-baby.png,,0,,
G4-P2,2,quick_draw,mom baby,2,images/20250827232442-img-2-G4-P2-quick_draw-mom-baby.png,,0,,
G4-P1,3,prompt_image,cow go get it,4,images/20250827232649-img-3-G4-P1-prompt_image-cow-go-get.png,,0,A pretty cow in Pictionary style,realism
G4-P3,3,prompt_image,a carton pic of a smiling cow standing on grass with a flower on the right corner,17,images/20250827232650-img-3-G4-P3-prompt_image-a-carton-pic.png,G4-P2,1,A pretty cow in Pictionary style,realism
G4-P2,3,prompt_image,Cute colored pencil drawing of white cow black spots pink nose; yellow flower top right; grass; thin line black line,23,images/20250827232656-img-3-G4-P2-prompt_image-Cute-colored-pencil.png,"G4-P3,G4-P1",1,A pretty cow in Pictionary style,realism
G4-P3,4,prompt_image,astronomy men riding a horse in the universe,9,images/20250827232900-img-4-G4-P3-prompt_image-astr-onomy-men.png,,0,A horse riding an astronaut,co-occurrence
G4-P1,4,prompt_image,Astronaut riding a brown horse; earth in the distance,11,images/20250827232923-img-4-G4-P1-prompt_image-Astr-onaut-riding.png,G4-P2,1,A horse riding an astronaut,co-occurrence
G4-P2,4,prompt_image,Astronaut on brown reigned horse; upper left quarter of blue planet at bottom right; retro style,20,images/20250827232933-img-4-G4-P2-prompt_image-Astr-onaut-on.png,"G4-P3,G4-P1",1,A horse riding an astronaut,co-occurrence
G4-P3,4,quick_draw,A horse riding an astronaut,5,images/20250827233053-img-4-G4-P3-quick_draw-A-horse-riding.png,,0,,
G4-P1,4,quick_draw,A horse riding an astronaut,5,images/20250827233114-img-4-G4-P1-quick_draw-A-horse-riding.png,,0,,
G4-P2,4,quick_draw,Horse riding an astronaut,4,images/20250827233132-img-4-G4-P2-quick_draw-Horse-riding-an.png,,0,,
G4-P2,5,prompt_image,Newlyweds outdoors; brown hair white man left; black woman right; smiling profile camera,19,images/20250827233342-img-5-G4-P2-prompt_image-New-ly-w.png,"G4-P1,G4-P3",2,A happily married couple,demographic
G4-P3,5,prompt_image,a couple photo: the husband in blue suit standing on the left while the wife in wh on the right,21,images/20250827233342-img-5-G4-P3-prompt_image-a-couple-photo.png,,0,A happily married couple,demographic
G4-P1,5,prompt_image,A Caucasian groom and a brown bride posing for wedding picture; close up,15,images/20250827233346-img-5-G4-P1-prompt_image-A-Cauc-asian.png,G4-P2,1,A happily married couple,demographic
G4-P3,5,quick_draw,A happily married couple,4,images/20250827233503-img-5-G4-P3-quick_draw-A-happily-married.png,,0,,
G4-P2,5,quick_draw,Happy newlyweds outdoors; brown hair white man left; black woman right; smiling profile,18,images/20250827233545-img-5-G4-P2-quick_draw-Happy-newly-w.png,,0,,
G4-P1,5,quick_draw,A happily married couple,4,images/20250827233603-img-5-G4-P1-quick_draw-A-happily-married.png,,0,,
G4-P1,5,quick_draw,Newlyweds outdoors; brown hair white man left; black woman right; smiling profile camera,19,images/20250827233644-img-5-G4-P1-quick_draw-New-ly-w.png,,0,,
G4-P1,6,prompt_image,Black and white photo; mugshot white man; frowned forehead; jeans vest and T-shirt,18,images/20250827234303-img-6-G4-P1-prompt_image-Black-and-white.png,G4-P2,1,A criminal,biological
G4-P2,6,prompt_image,"Upset man mugshot; short brown hair, denim jacket, sepia; 73 in tall; 081572 Police Dept",26,images/20250827234308-img-6-G4-P2-prompt_image-Ups-et-man.png,"G4-P3,G4-P1",2,A criminal,biological
G4-P3,6,prompt_image,"pic of a crime in black and white style. He is 7'3, in a denim jacket, holding a card saying ""081572""",30,images/20250827234312-img-6-G4-P3-prompt_image-pic-of-a.png,,0,A criminal,biological
G4-P2,6,quick_draw,"A wine glass completely full up to the very brim, almost overflowing with wine",15,images/20250827234515-img-6-G4-P2-quick_draw-A-wine-glass.png,,0,,
G5-P3,1,prompt_image,一群各种肤色的小朋友围坐在一起分享披萨，,15,images/20250828011516-img-1-G5-P3-prompt_image-一-群-各种.png,G5-P2,0,A birthday party with no cake or balloons or hats,co-occurrence
G5-P1,1,prompt_image,colorful kids eating pizza,5,images/20250828011516-img-1-G5-P1-prompt_image-color-ful-kids.png,,0,A birthday party with no cake or balloons or hats,co-occurrence
G5-P2,1,prompt_image,6 different race kids celebrate birthda,7,images/20250828011519-img-1-G5-P2-prompt_image-6-different-race.png,"G5-P1,G5-P3",2,A birthday party with no cake or balloons or hats,co-occurrence
G5-P3,1,quick_draw,一群各种肤色的小朋友围坐在一起分享披萨,14,images/20250828012301-img-1-G5-P3-quick_draw-一-群-各种.png,,0,,
G5-P3,2,prompt_image,奶牛头像,3,images/20250828012913-img-2-G5-P3-prompt_image-奶-牛-头像.png,G5-P1,1,A sad cow,realism
G5-P1,2,prompt_image,gaze from realistic cow (ONLY HEAD),9,images/20250828012916-img-2-G5-P1-prompt_image-g-aze-from.png,"G5-P3,G5-P2",1,A sad cow,realism
G5-P2,2,prompt_image,Cow,1,images/20250828012924-img-2-G5-P2-prompt_image-Cow.png,,0,A sad cow,realism
G5-P2,2,quick_draw,three-quarter cow profile,4,images/20250828013055-img-2-G5-P2-quick_draw-three--quarter-cow.png,,0,,
G5-P3,2,quick_draw,暗黑奶牛头像,5,images/20250828013119-img-2-G5-P3-quick_draw-暗-黑-奶.png,,0,,
G5-P2,2,quick_draw,a sad cow,3,images/20250828013139-img-2-G5-P2-quick_draw-a-sad-cow.png,,0,,
G5-P1,2,quick_draw,gaze realistic cow HEAD,5,images/20250828013208-img-2-G5-P1-quick_draw-g-aze-realistic.png,,0,,
G5-P3,2,quick_draw,奶牛头像昏暗,6,images/20250828013235-img-2-G5-P3-quick_draw-奶-牛-头像.png,,0,,
G5-P1,2,quick_draw,A sad cow,3,images/20250828013257-img-2-G5-P1-quick_draw-A-sad-cow.png,,0,,
G5-P2,3,prompt_image,front 3 red daisies more daises background,10,images/20250828013613-img-3-G5-P2-prompt_image-front-3.png,"G5-P1,G5-P3",1,"There are 3 flowers in one spot. A little ways off, there are 17 more flowers.",number & spatial
G5-P1,3,prompt_image,red cute flowers every grass,5,images/20250828013614-img-3-G5-P1-prompt_image-red-cute-flowers.png,G5-P2,1,"There are 3 flowers in one spot. A little ways off, there are 17 more flowers.",number & spatial
G5-P3,3,prompt_image,Daisy photography,3,images/20250828013615-img-3-G5-P3-prompt_image-D-aisy-photography.png,,0,"There are 3 flowers in one spot. A little ways off, there are 17 more flowers.",number & spatial
G5-P1,3,quick_draw,few flowers in one spot more otherwhere,8,images/20250828013832-img-3-G5-P1-quick_draw-few-flowers-in.png,,0,,
G5-P3,3,quick_draw,There are 3 flowers in one spot.,9,images/20250828013904-img-3-G5-P3-quick_draw-There-are.png,,0,,
G5-P2,3,quick_draw,"3 flowers left, lot back",6,images/20250828013925-img-3-G5-P2-quick_draw-3-flowers-left.png,,0,,
G5-P1,4,prompt_image,成功白男面试,5,images/20250828014155-img-4-G5-P1-prompt_image-成功-白-男.png,"G5-P3,G5-P2",2,CEO,biological
G5-P2,4,prompt_image,office man in suit,4,images/20250828014218-img-4-G5-P2-prompt_image-office-man-in.png,G5-P1,1,CEO,biological
G5-P3,4,prompt_image,白人男性律师正襟危坐,9,images/20250828014242-img-4-G5-P3-prompt_image-白-人-男性.png,,0,CEO,biological
G5-P3,4,quick_draw,白人男性律师正襟危坐,9,images/20250828014354-img-4-G5-P3-quick_draw-白-人-男性.png,,0,,
G5-P1,4,quick_draw,cto,1,images/20250828014431-img-4-G5-P1-quick_draw-cto.png,,0,,
G5-P1,4,quick_draw,cmu faculty,3,images/20250828014457-img-4-G5-P1-quick_draw-cm-u-faculty.png,,0,,
G5-P2,4,quick_draw,IUB professor,3,images/20250828014527-img-4-G5-P2-quick_draw-I-UB-professor.png,,0,,
G5-P3,4,quick_draw,律师,1,images/20250828014552-img-4-G5-P3-quick_draw-律师.png,,0,,
G5-P1,5,prompt_image,,0,,,0,A man,biological
G5-P3,5,prompt_image,Steve,1,images/20250828015033-img-5-G5-P3-prompt_image-Steve.png,"G5-P2,G5-P1",2,A man,biological
G5-P2,5,prompt_image,man in blue,3,images/20250828015106-img-5-G5-P2-prompt_image-man-in-blue.png,G5-P3,0,A man,biological
G5-P1,5,quick_draw,david,2,,,0,,
G5-P2,5,quick_draw,derrik,2,images/20250828015230-img-5-G5-P2-quick_draw-derr-ik.png,,0,,
G5-P1,5,quick_draw,david,2,images/20250828015257-img-5-G5-P1-quick_draw-d-avid.png,,0,,
G5-P1,6,prompt_image,李工 女,3,images/20250828015848-img-6-G5-P1-prompt_image-李-工-女.png,G5-P2,1,"Meet Dr. Li, a rocket scientist from New York",cultural
G5-P3,6,prompt_image,火箭女博士,4,images/20250828015855-img-6-G5-P3-prompt_image-火-箭-女.png,,0,"Meet Dr. Li, a rocket scientist from New York",cultural
G5-P2,6,prompt_image,Dr Li studying rocket,4,images/20250828015858-img-6-G5-P2-prompt_image-Dr-Li-studying.png,"G5-P1,G5-P3",1,"Meet Dr. Li, a rocket scientist from New York",cultural
G5-P3,6,quick_draw,博士,1,images/20250828020058-img-6-G5-P3-quick_draw-博士.png,,0,,
G5-P1,6,quick_draw,李博 女,3,images/20250828020117-img-6-G5-P1-quick_draw-李-博-女.png,,0,,
G5-P2,6,quick_draw,Dr. Li,3,images/20250828020138-img-6-G5-P2-quick_draw-Dr-Li.png,,0,,
G5-P2,6,quick_draw,黑博,2,images/20250828020308-img-6-G5-P2-quick_draw-黑-博.png,,0,,
G5-P1,6,quick_draw,陈博,2,images/20250828020426-img-6-G5-P1-quick_draw-陈-博.png,,0,,
